,岗位名称,薪资待遇,岗位地区,公司福利,公司名称,岗位需要技能,salary1,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数
120,软件工程师,10,沈阳,带薪年假，补充医疗保险，保底工资，包住，加班补助，定期体检，零食下午茶，五险一金，团建聚餐，夜班补助，餐补，免费工装，法定节假日三薪，节日福利，节假日加班费，提供住宿，包吃，高温补贴，绩效奖金，交通补助,沈阳微控,软件工程师,12,本科,3-5年,20,1,机械设备/机电/重工,未融资,20-99人
121,GPU底层软件工程师,20,西安,餐补，定期体检，高温假，节日福利，五险一金,凌久微,C/C++,13,本科,经验不限,5,1,电子/半导体/集成电路,未融资,100-499人
122,点胶软件工程师（深圳）,17.5,深圳,节日福利，五险一金，员工旅游，股票期权，带薪年假，零食下午茶，定期体检，年终奖,崧智智能,C#，C++，点胶，运动控制,13,本科,3-5年,8,4,机械设备/机电/重工,B轮,20-99人
123,软件工程师,18,南京,包住，节日福利，包吃，夜班补助，加班补助，意外险，团建聚餐，生日福利，宿舍有空调，免费班车，高温补贴，带薪年假，法定节假日三薪，五险一金，节假日加班费，绩效奖金，定期体检，免费工装，通讯补贴，年终奖,康尼新能源,C++，STM32开发，ARM开发，电气电气/自动化相关专业,14,本科,5-10年,20,4,汽车零部件,未融资,500-999人
124,.NET高级软件工程师,19.5,深圳,补充医疗保险，五险一金，定期体检，节日福利，带薪年假，通讯补贴，年终奖,凯睿德,C#，SQL，.NET，Angular，微服务架构，GIT，SQL Server,16,本科,5-10年,7,7,计算机软件,不需要融资,100-499人
125,软件工程师,16,深圳,五险一金，年终奖，节日福利，补充医疗保险，股票期权，带薪年假，员工旅游，定期体检,深蓝股份,单片机开发，嵌入式技术，嵌入式软件开发,13,本科,3-5年,8,3,电子/半导体/集成电路,已上市,100-499人
126,软件工程师,20,深圳,零食下午茶，员工旅游，五险一金，餐补，定期体检，节日福利,岍丞,C语言，C++,12,本科,3-5年,6,2,电子/半导体/集成电路,未融资,100-499人
127,软件工程师,12.5,上海,带薪年假，交通补助，加班补助，全勤奖，餐补，年终奖，五险一金，节日福利，住房补贴，定期体检,储融检测,C#，C++，Python，C#开发经验，.NET开发经验,13,本科,1-3年,10,5,检测/认证,不需要融资,100-499人
128,软件工程师,6.5,九江,,鄱湖之都,IOS，安全技术支持，Android,12,本科,1-3年,0,3,互联网,未知,20-99人
129,软件工程师,9.5,武汉,五险一金，年终奖，节日福利,湖北海震,.NET，.NET Core，MySQL/SQL Server/Oracle,12,大专,3-5年,3,3,电子/半导体/集成电路,未融资,20-99人
130,软件工程师,12.5,北京,,天工盈创,HTML，CSS，JavaScript，SQL，ES6，移动端,12,本科,3-5年,0,6,计算机软件,未知,0-20人
131,软件工程师,12.5,台州,五险，生日福利，节日福利，餐补,汇诚汇捷影像数码科技,多线程，架构师，Oracle，MySQL，SQL Server,12,大专,3-5年,4,5,机械设备/机电/重工,A轮,20-99人
132,C#软件工程师,22.5,深圳,餐补，年终奖，住房补贴，带薪年假，免费班车，五险一金，节日福利，股票期权,三一海洋重工,SQL，多线程，WPF，Oracle，软件工程师，架构师,16,本科,3-5年,8,6,机械设备/机电/重工,已上市,1000-9999人
133,C++软件工程师,10.5,武汉,加班补助，带薪年假，定期体检，全勤奖，节日福利，补充医疗保险，餐补，员工旅游，年终奖，五险一金,武汉瑞思信息,Socket技术，MFC，Oracle,14,本科,1-3年,10,3,计算机软件,未融资,100-499人
134,c++软件工程师,13.5,北京,通讯补贴，免费班车，定期体检，节日福利，餐补，带薪年假，年终奖，五险一金，交通补助,科东电力,C++，计算机相关专业,12,本科,1-3年,9,2,信息安全,不需要融资,1000-9999人
135,.NET软件工程师,8.5,青岛,带薪年假，节日福利，加班补助，节日福利，员工旅游，股票期权，五险一金,帕特智能,C#，网络协议，ASP.NET，WCF，Winform，Windows,12,学历不限,经验不限,7,6,计算机软件,未融资,20-99人
136,高级软件工程师,12.5,泉州,交通补助，保底工资，零食下午茶，住房补贴，团建聚餐，年终奖，全勤奖，节日福利，绩效奖金，补充医疗保险，有无线网，带薪年假，员工旅游，底薪加提成，生日福利，加班补助，高温补贴，工龄奖,冠武电子商务有限公司,爬虫，爬虫经验，数据开发，服务端开发经验,12,本科,1-3年,18,4,电子商务,未知,20-99人
137,软件工程师（.net）,9.5,威海,餐补，五险一金，员工旅游，加班补助，定期体检，节日福利，带薪年假，通讯补贴，年终奖,联亚软件,JavaScript，.NET，网络协议，SQL Server，Oracle，MySQL,13,大专,1-3年,9,6,计算机软件,不需要融资,100-499人
138,高级软件工程师,27.5,苏州,餐补，年终奖，加班补助，绩效奖金，生日福利，定期体检，带薪年假，节日福利，股票期权，零食下午茶，团建聚餐，五险一金，员工旅游，补充医疗保险,镁伽科技,C#，C#开发经验,12,本科,5-10年,14,2,智能硬件,C轮,500-999人
139,软件工程师（实习）,12,上海,五险一金，带薪年假，零食下午茶，年终奖，定期体检，节日福利，员工旅游，股票期权，绩效奖金,仙工,C++，Python，C++服务端开发经验，Qt项目开发经验,12,硕士,经验不限,9,4,计算机软件,B轮,100-499人
140,软件工程师.net,10.5,沈阳,五险一金，加班补助，年终奖，免费班车，带薪年假，节日福利，餐补,创奇游乐,C#，SQL，HTML，MVC开发，网络协议，Socket技术,12,大专,3-5年,7,6,企业服务,未融资,100-499人
141,助理软件工程师,5.5,中山,零食下午茶，五险一金，员工旅游，包吃，节日福利，带薪年假，生日礼品，年终奖,迅科达,测试,12,本科,经验不限,8,1,仪器仪表/工业自动化,B轮,100-499人
142,C++软件工程师,12.5,南京,年终奖，定期体检，五险一金，加班补助，住宿，带薪年假，节日福利，全勤奖,科进实业,C++，MFC，access，vs2015,12,本科,1-3年,8,4,医疗健康,未融资,100-499人
143,工业互联网高级软件工程师,22.5,北京,,创联科技,系统架构，高级技术管理,12,本科,5-10年,0,2,互联网,A轮,20-99人
144,Linux系统软件工程师,27.5,深圳,五险一金，年终奖，股票期权，定期体检，带薪年假，节日福利,Syrius炬星,C++，Java，Shell，linux，机器人，人工智能，智能硬件,12,本科,5-10年,6,7,智能硬件,B轮,100-499人
145,高级软件工程师,16.5,成都,包吃，补充医疗保险，带薪年假，定期体检，年终奖，加班补助，节日福利，五险一金，全勤奖，餐补,国润通,C++服务端开发经验，C++，C语言,12,本科,3-5年,10,3,机械设备/机电/重工,未融资,20-99人
146,软件工程师（北京）,10.5,北京,餐补，员工旅游，全勤奖，带薪年假，定期体检，五险一金,华清瑞达,C++,12,本科,经验不限,6,1,电子/半导体/集成电路,未融资,100-499人
147,高级软件工程师,22.5,合肥,五险一金，年终奖，带薪年假，餐补，节日福利,江苏绿阳,C，DSP开发，ARM开发，电气电气/自动化相关专业,13,本科,3-5年,5,4,新能源,不需要融资,100-499人
148,软件工程师.net,9,福州,,福清卓越信息科技...,.Net core，Angular 6，UWP,12,本科,3-5年,0,3,计算机软件,不需要融资,20-99人
149,资深软件工程师,22.5,上海,零食下午茶，节日福利，股票期权，带薪病假，带薪年假，团建聚餐，加班补助，五险一金，员工旅游，绩效奖金，试用期不打折,速石科技,Go，数据结构，容器技术，GIT,12,本科,3-5年,11,4,企业服务,B轮,20-99人
150,软件工程师-UI和系统功能设计,25,深圳,五险一金，加班补助，交通补助，年终奖，员工旅游，带薪年假，节日福利,唯特医疗,医疗设备软件，C++，C，UI，Linlux，嵌入式/单片机开发经验,13,本科,1-3年,7,6,医疗设备/器械,未融资,0-20人
151,高级软件工程师（无锡） (MJ000020),32.5,无锡,五险一金，住房补贴，股票期权，加班补助，节日福利，定期体检，带薪年假，餐补，年终奖，员工旅游,三晶电气,C，DSP开发经验，控制算法，光伏逆变器，户用储能机,16,本科,5-10年,10,5,智能硬件,不需要融资,1000-9999人
152,微服务工程师/架构师,20,南京,高温假，补充医疗保险，团建活动，加长春节假期，年终奖，加班补助，餐补，交通补助，定期体检，节日福利，员工旅游，带薪年假，五险一金，文体活动,中国电科28所,Dubbo，微服务，RPC，分布式技术,13,硕士,3-5年,14,4,计算机软件,不需要融资,1000-9999人
153,软件架构工程师,19,南京,补充医疗保险，通讯补贴，加班补助，五险一金，节日福利，年终奖，定期体检，交通补助，餐补，带薪年假,创博,.NET，C/C++，Java,12,本科,5-10年,10,3,通信/网络设备,不需要融资,20-99人
154,研发工程师,17.5,北京,,北京丸善医疗,后端工程师，Java，Spring,12,本科,3-5年,0,3,计算机软件,未知,100-499人
155,java研发工程师,8,成都,零食下午茶，底薪加提成，定期体检，团建聚餐，生日福利，包吃，年终奖，保底工资，意外险，餐补，绩效奖金，节日福利，住房补贴，五险一金，员工旅游，带薪年假，股票期权,四方伟业,后端工程师，Java，Spring，MySQL，Java开发经验,12,本科,经验不限,17,5,计算机软件,不需要融资,500-999人
156,Java高级研发工程师,25,北京,带薪年假，年终奖，不定期培训，补充医疗保险，定期体检，商业保险，五险一金，餐补，节日福利，全勤奖，购房福利,好未来,分布式技术，服务器配置，Dubbo，SpringBoot，Redis,14,本科,3-5年,11,5,互联网,已上市,10000人以上
157,高级JAVA研发工程师,22.5,杭州,员工旅游，五险一金，年终奖，加班补助，餐补，定期体检，补充医疗保险，股票期权，企业年金，疗休养，节日福利，带薪年假,浙江高速信息,Java，Linux,15,本科,经验不限,12,2,计算机软件,不需要融资,500-999人
158,研发工程师（JAVA),18,南京,五险一金，员工旅游，定期体检，年终奖，节日福利，带薪年假，餐补，补充医疗保险，住房补贴，股票期权，交通补助，零食下午茶,百家云,SQL，分布式技术，数据结构，网络编程，Spring，Redis,13,本科,5-10年,12,6,计算机软件,已上市,500-999人
159,JAVA研发工程师,15,广州,免费班车，零食下午茶，定期体检，五险一金，带薪年假，通讯补贴，包吃，餐补，年终奖,科诺勘测工程,微服务架构，负载均衡技术，Spring，SpringCloud，MySQL,15,本科,1-3年,9,5,电力/热力/燃气/水利,不需要融资,未知
160,java、vue全栈研发工程师,12.5,上海,年终奖，带薪年假，五险一金，餐补，员工旅游，通讯补贴，定期体检，交通补助,上海数飒科技有限公司,全栈工程师，Java,12,大专,3-5年,8,2,计算机软件,未融资,20-99人
161,Java开发工程师,14.5,宁波,五险一金，加班补助，定期体检，节日福利，带薪年假，员工旅游，股票期权，年终奖,宁帆信息,团队管理经验，大数据处理经验，spring cloud，架构师,13,本科,3-5年,8,4,医疗健康,未融资,100-499人
162,Java开发工程师,9.5,武汉,团建聚餐，底薪加提成，绩效奖金,开运数科,SQL，微服务架构，负载均衡技术，文件管理系统,13,本科,1-3年,3,4,交通/运输,天使轮,20-99人
163,Java开发工程师,20,杭州,年终奖，五险一金，带薪年假，补充医疗保险，节日福利，餐补，定期体检,杭州城市大脑,SQL，微服务架构，负载均衡技术，分布式技术，多线程,15,本科,3-5年,7,5,数据服务,不需要融资,100-499人
164,Java开发工程师,8.5,上海,五险一金，员工旅游，定期体检，年终奖，餐补,上海迅筑RPT,软件工程师，初级软件工程师，Linux，后端开发,12,本科,1-3年,5,4,计算机软件,未融资,20-99人
165,急聘Java中/高级开发工程师+双休,9.5,成都,五险一金,四川三维,Java，Java开发经验，团队管理经验，全栈工程师,12,大专,1-3年,1,4,计算机软件,未融资,100-499人
166,架构师,30,杭州,年终奖，股票期权，带薪年假，员工旅游，餐补，节日福利，五险一金，零食下午茶，补充医疗保险，定期体检,共道科技,Java，中间件，系统架构,12,本科,5-10年,10,3,互联网,不需要融资,100-499人
167,高级java开发工程师、技术专家,30,杭州,零食下午茶，五险一金，节日福利，股票期权，员工旅游，补充医疗保险，年终奖，餐补，交通补助，免费班车,阿里巴巴集团,MySQL，Java，Spring，Dubbo，Mybatis，后端开发,16,本科,3-5年,10,6,互联网,已上市,10000人以上
168,JAVA开发工程师,8.5,金华,高温补贴，有无线网，意外险，餐补，宿舍有空调，工龄奖，绩效奖金，定期体检，通讯补贴，交通补助，五险一金，全勤奖，年终奖，住房补贴,横店集团东磁股份...,Java，MySQL，Java开发经验,14,本科,经验不限,14,3,新能源,已上市,10000人以上
