,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score,Cluster,X,Y
95,软件工程师,10-15K·13薪,3-5年，本科,30,节日福利，餐补，加班补助，股票期权，年终奖,瞭望科技,C++，Java，计算机相关专业,13,12.5,6,6,5,3,电子/半导体/集成电路,5,6,0.14692091278524538,2,0.5198638,0.41927606
96,软件工程师,12-15K,1-3年，本科,162,五险一金，定期体检，全勤奖，股票期权，带薪年假，员工旅游，节日福利,五核合科技,Python，Shell，嵌入式技术，网络协议，数据结构,12,13.5,6,7,7,5,电子/半导体/集成电路,4,5,0.40512660206314466,0,-0.30167148,0.47917283
97,软件工程师,15-30K,3-5年，硕士,12,节日福利，餐补，加班补助，五险一金，带薪年假,浙江辛帝亚,C#,12,22.5,7,6,5,1,电子/半导体/集成电路,4,6,0.17255392310096904,2,0.42831954,0.82958335
98,软件工程师,7-12K,1年以内，本科,84,,大凌实业,后端开发,12,9.5,6,8,0,1,电子/半导体/集成电路,10,7,0.23100969052829012,1,-0.24407747,-2.9057872
99,应用软件工程师,13-26K,3-5年，本科,221,带薪年假，餐补，加班补助，全勤奖，交通补助，住房补贴，免费工装，五险一金，绩效奖金，带薪病假,擎锋科技,C++，Linux,12,19.5,6,6,10,2,智能硬件,4,6,0.5614254454517038,0,-1.1709179,1.8959618
100,C++软件工程师,10-15K,3-5年，大专,84,五险一金，交通补助，零食下午茶，带薪年假，通讯补贴，加班补助，节日福利，年终奖,万物智联,Linux，QT，嵌入式技术，网络协议，网络编程，软件工程师,12,12.5,5,6,8,6,计算机服务,4,6,0.2582056892778994,2,0.0105779655,0.056324273
101,.NET软件工程师,5-8K,1-3年，大专,40,,巨龙网络,ASP，.NET，HTML5,12,6.5,5,7,0,3,移动互联网,4,5,0.09596748984057517,2,0.92512214,0.27578354
102,C#软件工程师,6-11K·13薪,1-3年，大专,11,团建聚餐，节日福利，年终奖，零食下午茶，五险,美谷弥佳,C#，SQL Server，ASP.NET，C#开发经验，计算机相关专业,13,8.5,5,7,5,5,互联网,5,5,0.0844013754298218,2,0.7595627,-0.019156195
103,c++软件工程师,15-30K·13薪,3-5年，本科,61,五险一金，年终奖，加班补助，住房补贴，带薪年假，零食下午茶,拾光熵简,C++，C语言，计算机相关专业，C++服务端开发经验,13,22.5,6,6,6,4,计算机软件,4,6,0.2763363551109722,2,0.1693017,0.20159595
104,.NET软件工程师,4-8K,1年以内，本科,12,全勤奖，节日福利，五险一金，加班补助,网新科技集团,Javascript，.NET，C#,12,6.0,6,8,4,3,互联网,4,6,0.06376992810253204,2,0.98650634,0.2287622
105,labview软件工程师,5-10K·13薪,1-3年，本科,1,高温补贴，年终奖，加班补助，节假日加班费，五险一金，法定节假日三薪，交通补助，通讯补贴，免费工装，有无线网,双益电气,labview，测试开发,13,7.5,6,7,10,2,仪器仪表/工业自动化,4,6,0.07127227258518289,2,0.8648078,-0.3032508
106,软件工程师,8-13K,1-3年，本科,50,节日福利，五险一金，加班补助，零食下午茶,奇芯微电子,QT，MFC,12,10.5,6,7,4,2,电子/半导体/集成电路,4,6,0.1606752110034386,2,0.7697793,0.57882875
107,软件工程师,3-5K,1年以内，大专,60,餐补，带薪年假，零食下午茶，加班补助，股票期权，包吃，交通补助，住房补贴，节日福利，补充医疗保险，定期体检，员工旅游，五险一金，年终奖,勤泽文化,Unity3D，计算机/软件工程相关专业，软件开发经验,12,4.0,5,8,14,3,智能硬件,4,6,0.17192872772741483,4,0.8492702,-1.193552
108,软件工程师,20-40K,3-5年，本科,221,节日福利，补充医疗保险，定期体检，股票期权，12%公积金，带薪年假，五险一金，餐补，年终奖,小米,架构设计/优化，研发流程优化，Java，C，C++,12,30.0,6,6,9,5,互联网,10,10,0.6811503594873398,1,-2.1907096,-3.667335
109,软件工程师,6-10K,1-3年，大专,3,,岭阳电子,C，ARM开发，计算机相关专业，嵌入式/单片机开发经验,12,8.0,5,7,0,4,电子/半导体/集成电路,4,6,0.04470146920912782,2,0.9234187,0.027299955
110,软件工程师,5-10K,1-3年，本科,40,节日福利，年终奖，带薪年假，零食下午茶，五险一金,湖南军威,嵌入式技术,12,7.5,6,7,5,1,计算机软件,4,6,0.12191309784307593,2,0.93088996,0.8633506
111,软件工程师,10-15K,5-10年，本科,1,餐补，年终奖，定期体检，带薪年假，股票期权，包吃，五险一金，通讯补贴，员工旅游，节日福利,合普动力,matlab，simulink,12,12.5,6,5,10,2,汽车零部件,4,8,0.10815879962488278,4,0.28147742,-0.6938128
112,软件工程师助理,4-7K,经验不限，大专,10,周年纪念奖励，团建聚餐，年终奖，员工旅游，零食下午茶，定期体检，五险一金，节日福利，带薪年假，通讯补贴，餐补，交通补助，有无线网,磐石电气,C++，C#，Java，C语言,12,5.5,5,10,13,4,智能硬件,4,6,0.09284151297280399,4,1.365821,-1.3293679
113,控制软件工程师,20-35K,5-10年，本科,111,五险一金，节日福利，带薪年假，年终奖,径卫视觉,DSP开发经验,12,27.5,6,5,4,1,智能硬件,7,7,0.4004376367614881,0,-1.287116,0.6303188
114,Linux软件工程师,18-35K,经验不限，本科,11,定期体检，节日福利，五险一金，免费班车，年终奖，员工旅游，带薪年假,伟达智慧科技,C++，Linux，软件工程师，网络协议，多线程,12,26.5,6,10,7,5,互联网,5,7,0.23257267896217562,4,0.50161886,-0.94667953
115,框架软件工程师,15-25K·14薪,3-5年，本科,44,八险一金，年终奖，意外险，团建聚餐，定期体检，补充医疗保险，餐补，领导nice，零食下午茶，带薪年假，节日福利，员工旅游，五险一金,阿丘科技,C++，Winform，WPF，架构师，人工智能,14,20.0,6,6,13,5,企业服务,8,8,0.28165051578618316,4,-0.7238086,-1.8927423
116,软件工程师要求,8-13K,经验不限，本科,61,住房补贴，员工旅游，团建聚餐，包住，节日福利，交通补助，五险一金，年终奖，有无线网，宿舍有空调，法定节假日三薪,匾福光电,C++,12,10.5,6,10,11,1,通信/网络设备,4,6,0.21006564551422327,2,1.2936549,1.6535846
117,软件工程师/Labview,7-12K,经验不限，本科,162,五险一金，定期体检，带薪年假，餐补，节日福利,誉辰自动化,Labview,12,9.5,6,10,5,1,其他行业,4,9,0.386995936230072,0,0.3697777,2.8787503
118,电气软件工程师,10-13K,3-5年，中专/中技,199,,锦寻,PLC工程师，电控工程师,12,11.5,3,6,0,2,机械设备/机电/重工,4,5,0.4182557049077837,2,1.3637886,0.51774263
119,软件工程师,10-13K,5-10年，本科,162,五险一金，股票期权,瀚索科技,C++，C语言，汇编语言，嵌入式技术，软件工程师,12,11.5,6,5,2,5,智能硬件,4,6,0.37417943107221,0,-0.30304617,0.6468003
120,软件工程师,8-12K,3-5年，本科,11,带薪年假，补充医疗保险，保底工资，包住，加班补助，定期体检，零食下午茶，五险一金，团建聚餐，夜班补助，餐补，免费工装，法定节假日三薪，节日福利，节假日加班费，提供住宿，包吃，高温补贴，绩效奖金，交通补助,沈阳微控,软件工程师,12,10.0,6,6,20,1,机械设备/机电/重工,4,6,0.1337918099406065,4,0.5255855,-1.5895557
121,GPU底层软件工程师,15-25K·13薪,经验不限，本科,11,餐补，定期体检，高温假，节日福利，五险一金,凌久微,C/C++,13,20.0,6,10,5,1,电子/半导体/集成电路,4,7,0.16849015317286656,2,1.3436409,1.5316095
122,点胶软件工程师（深圳）,13-22K·13薪,3-5年，本科,162,节日福利，五险一金，员工旅游，股票期权，带薪年假，零食下午茶，定期体检，年终奖,崧智智能,C#，C++，点胶，运动控制,13,17.5,6,6,8,4,机械设备/机电/重工,7,6,0.4495154735854955,0,-0.5445037,0.32199758
123,软件工程师,12-24K·14薪,5-10年，本科,60,包住，节日福利，包吃，夜班补助，加班补助，意外险，团建聚餐，生日福利，宿舍有空调，免费班车，高温补贴，带薪年假，法定节假日三薪，五险一金，节假日加班费，绩效奖金，定期体检，免费工装，通讯补贴，年终奖,康尼新能源,C++，STM32开发，ARM开发，电气电气/自动化相关专业,14,18.0,6,5,20,4,汽车零部件,4,8,0.30165676773991873,4,-0.27462712,-0.78426605
124,.NET高级软件工程师,17-22K·16薪,5-10年，本科,162,补充医疗保险，五险一金，定期体检，节日福利，带薪年假，通讯补贴，年终奖,凯睿德,C#，SQL，.NET，Angular，微服务架构，GIT，SQL Server,16,19.5,6,5,7,7,计算机软件,4,7,0.46702094404501404,0,-0.6152361,0.2614131
125,软件工程师,12-20K·13薪,3-5年，本科,162,五险一金，年终奖，节日福利，补充医疗保险，股票期权，带薪年假，员工旅游，定期体检,深蓝股份,单片机开发，嵌入式技术，嵌入式软件开发,13,16.0,6,6,8,3,电子/半导体/集成电路,10,7,0.4526414504532666,1,-1.4163377,-3.552559
126,软件工程师,15-25K,3-5年，本科,162,零食下午茶，员工旅游，五险一金，餐补，定期体检，节日福利,岍丞,C语言，C++,12,20.0,6,6,6,2,电子/半导体/集成电路,4,7,0.44545170365739295,0,-0.8595238,1.5357424
127,软件工程师,10-15K·13薪,1-3年，本科,199,带薪年假，交通补助，加班补助，全勤奖，餐补，年终奖，五险一金，节日福利，住房补贴，定期体检,储融检测,C#，C++，Python，C#开发经验，.NET开发经验,13,12.5,6,7,10,5,检测/认证,4,7,0.490465770553298,0,-0.52577066,0.46526003
128,软件工程师,5-8K,1-3年，本科,1,,鄱湖之都,IOS，安全技术支持，Android,12,6.5,6,7,0,3,互联网,4,6,0.030321975617380426,2,0.8853198,0.29647893
129,软件工程师,7-12K,3-5年，大专,61,五险一金，年终奖，节日福利,湖北海震,.NET，.NET Core，MySQL/SQL Server/Oracle,12,9.5,5,6,3,3,电子/半导体/集成电路,4,6,0.1688027508596436,2,0.5400068,0.43681437
130,软件工程师,10-15K,3-5年，本科,221,,天工盈创,HTML，CSS，JavaScript，SQL，ES6，移动端,12,12.5,6,6,0,6,计算机软件,4,5,0.4851516098780869,0,-0.43138298,0.5899169
131,软件工程师,10-15K,3-5年，大专,3,五险，生日福利，节日福利，餐补,汇诚汇捷影像数码科技,多线程，架构师，Oracle，MySQL，SQL Server,12,12.5,5,6,4,5,机械设备/机电/重工,6,6,0.09721788058768364,2,0.44105116,0.12076841
132,C#软件工程师,15-30K·16薪,3-5年，本科,162,餐补，年终奖，住房补贴，带薪年假，免费班车，五险一金，节日福利，股票期权,三一海洋重工,SQL，多线程，WPF，Oracle，软件工程师，架构师,16,22.5,6,6,8,6,机械设备/机电/重工,10,9,0.5232885276648952,1,-1.632856,-3.0663705
133,C++软件工程师,8-13K·14薪,1-3年，本科,61,加班补助，带薪年假，定期体检，全勤奖，节日福利，补充医疗保险，餐补，员工旅游，年终奖，五险一金,武汉瑞思信息,Socket技术，MFC，Oracle,14,10.5,6,7,10,3,计算机软件,4,7,0.21475461081588001,4,0.38327545,-0.53221977
134,c++软件工程师,12-15K,1-3年，本科,221,通讯补贴，免费班车，定期体检，节日福利，餐补，带薪年假，年终奖，五险一金，交通补助,科东电力,C++，计算机相关专业,12,13.5,6,7,9,2,信息安全,4,9,0.5342294467020944,0,-0.6892255,1.6692832
135,.NET软件工程师,6-11K,经验不限，学历不限,11,带薪年假，节日福利，加班补助，节日福利，员工旅游，股票期权，五险一金,帕特智能,C#，网络协议，ASP.NET，WCF，Winform，Windows,12,8.5,1,10,7,6,计算机软件,4,6,0.09034073147858705,3,3.9538856,-1.4267491
136,高级软件工程师,10-15K,1-3年，本科,9,交通补助，保底工资，零食下午茶，住房补贴，团建聚餐，年终奖，全勤奖，节日福利，绩效奖金，补充医疗保险，有无线网，带薪年假，员工旅游，底薪加提成，生日福利，加班补助，高温补贴，工龄奖,冠武电子商务有限公司,爬虫，爬虫经验，数据开发，服务端开发经验,12,12.5,6,7,18,4,电子商务,4,6,0.15129728040012505,4,0.32677534,-1.0214227
137,软件工程师（.net）,7-12K·13薪,1-3年，大专,4,餐补，五险一金，员工旅游，加班补助，定期体检，节日福利，带薪年假，通讯补贴，年终奖,联亚软件,JavaScript，.NET，网络协议，SQL Server，Oracle，MySQL,13,9.5,5,7,9,6,计算机软件,4,7,0.10096905282900906,4,0.4852186,-0.4235778
138,高级软件工程师,25-30K,5-10年，本科,44,餐补，年终奖，加班补助，绩效奖金，生日福利，定期体检，带薪年假，节日福利，股票期权，零食下午茶，团建聚餐，五险一金，员工旅游，补充医疗保险,镁伽科技,C#，C#开发经验,12,27.5,6,5,14,2,智能硬件,8,8,0.3207252266333229,4,-1.4833881,-2.1230924
139,软件工程师（实习）,300-500元/天,5天/周，硕士,199,五险一金，带薪年假，零食下午茶，年终奖，定期体检，节日福利，员工旅游，股票期权，绩效奖金,仙工,C++，Python，C++服务端开发经验，Qt项目开发经验,12,12.0,7,10,9,4,计算机软件,7,7,0.49953110346983426,4,-0.3598738,0.0926573
140,软件工程师.net,8-13K,3-5年，大专,11,五险一金，加班补助，年终奖，免费班车，带薪年假，节日福利，餐补,创奇游乐,C#，SQL，HTML，MVC开发，网络协议，Socket技术,12,10.5,5,6,7,6,企业服务,4,7,0.10909659268521411,2,0.27006748,-0.13485925
141,助理软件工程师,5-6K,经验不限，本科,6,零食下午茶，五险一金，员工旅游，包吃，节日福利，带薪年假，生日礼品，年终奖,迅科达,测试,12,5.5,6,10,8,1,仪器仪表/工业自动化,7,7,0.07846201938105656,4,1.0720136,-2.0125947
142,C++软件工程师,10-15K,1-3年，本科,60,年终奖，定期体检，五险一金，加班补助，住宿，带薪年假，节日福利，全勤奖,科进实业,C++，MFC，access，vs2015,12,12.5,6,7,8,4,医疗健康,4,7,0.21756798999687407,4,0.22727017,-0.2869032
143,工业互联网高级软件工程师,15-30K,5-10年，本科,221,,创联科技,系统架构，高级技术管理,12,22.5,6,5,0,2,互联网,6,6,0.5526727102219444,0,-1.3329486,1.7358539
144,Linux系统软件工程师,20-35K,5-10年，本科,162,五险一金，年终奖，股票期权，定期体检，带薪年假，节日福利,Syrius炬星,C++，Java，Shell，linux，机器人，人工智能，智能硬件,12,27.5,6,5,6,7,智能硬件,7,7,0.519849953110347,0,-0.9204328,0.12945242
145,高级软件工程师,13-20K,3-5年，本科,50,包吃，补充医疗保险，带薪年假，定期体检，年终奖，加班补助，节日福利，五险一金，全勤奖，餐补,国润通,C++服务端开发经验，C++，C语言,12,16.5,6,6,10,3,机械设备/机电/重工,4,6,0.222882150672085,2,0.32061318,-0.15151432
146,软件工程师（北京）,10-11K,经验不限，本科,221,餐补，员工旅游，全勤奖，带薪年假，定期体检，五险一金,华清瑞达,C++,12,10.5,6,10,6,1,电子/半导体/集成电路,4,7,0.49796811503594884,0,-0.11374727,3.674948
147,高级软件工程师,15-30K·13薪,3-5年，本科,30,五险一金，年终奖，带薪年假，餐补，节日福利,江苏绿阳,C，DSP开发，ARM开发，电气电气/自动化相关专业,13,22.5,6,6,5,4,新能源,4,7,0.2197561738043139,2,0.21359657,0.021870978
148,软件工程师.net,8-10K,3-5年，本科,19,,福清卓越信息科技...,.Net core，Angular 6，UWP,12,9.0,6,6,0,3,计算机软件,4,6,0.07877461706783372,2,0.67725325,0.39179158
