岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,公司规模,岗位需要技能
C#软件工程师,15-25K·13薪,3-5年 本科,武汉·江夏区·藏龙岛,加班补助，节日福利，补充医疗保险，交通补助，员工旅游，餐补，五险一金，年终奖，带薪年假，定期体检，全勤奖,普创科技,仪器仪表/工业自动化A轮100-499人,['C#C++winform上位机']
电控软件工程师,18-35K·14薪,5-10年 本科,佛山·顺德区·北滘,带薪年假，补充医疗保险，免费班车，全勤奖，重大消息，节日福利，股票期权，加班补助，住房补贴，五险一金，入职补贴2k，包吃，年终奖，通讯补贴，游泳池，定期体检，交通补助，员工旅游，餐补，零食下午茶,美的,其他行业已上市10000人以上,['CMCU嵌入式软件单片机']
qt软件工程师,10-14K·13薪,1-3年 大专,武汉,包吃，节日福利，通讯补贴，五险一金，餐补，加班补助，住房补贴，交通补助，带薪年假，员工旅游，年终奖，定期体检，股票期权,思创,机械设备/机电/重工天使轮20-99人,['C++']
嵌入式系统电视机软件工程师,16-25K,3-5年 本科,深圳·宝安区·西乡,节日福利，团建聚餐，通讯补贴，全勤奖，员工旅游，带薪年假，股票期权，年终奖，绩效奖金，生日福利，节假日加班费，五险一金，加班补助,亿联智能有限公司,原材料及加工/模具不需要融资500-999人,['CC++嵌入式系统开发电视机软件开发Linux操作系统']
高级驱动软件工程师（WiFi）,16-25K,3-5年 本科,武汉·江夏区·藏龙岛,五险一金，节日福利，包吃，定期体检，补充医疗保险，带薪年假，免费班车，餐补，年终奖，股票期权,烽火通信,通信/网络设备已上市10000人以上,['C/C++计算机相关专业Linux驱动开发经验']
汽车电子软件工程师,10-15K,3-5年 本科,温州·龙湾区·海城,通讯补贴，节日福利，定期体检，全勤奖，住房补贴，年终奖，餐补，带薪年假,正泰汽车科技,汽车零部件未融资500-999人,['电子相关专业汽车电子软件工程师BCM/PEPS']
软件工程师-充电桩,18-30K·15薪,1-3年 本科,深圳·光明区·公明,年终奖，年度调薪，免费班车，免费宿舍，节日福利，五险一金，带薪年假，餐费补贴,科士达,智能硬件已上市1000-9999人,['充电桩']
c#中高级软件工程师,10-15K·13薪,3-5年 大专,佛山·顺德区·大良,交通补助，股票期权，员工旅游，五险一金，餐补，全勤奖，节日福利，零食下午茶，年终奖，通讯补贴,奇志软件,计算机软件未融资20-99人,['C#SQL ServerC#开发经验中大型项目开发经验']
软件工程师（充电桩）,15-30K,3-5年 本科,深圳·南山区·西丽,,深圳市立创普电源...,电子/半导体/集成电路未融资100-499人,['C嵌入式/单片机开发经验充电桩模块计算机相关专业']
高薪轻松软件工程师,10-15K,经验不限 本科,南京·江宁区·百家湖,补充医疗保险，定期体检，加班补助，节日福利,江苏联控电气,电力/热力/燃气/水利未融资20-99人,['C++C语言C++服务端开发经验Qt项目开发经验']
高级软件工程师（C#）,25-35K,5-10年 本科,深圳·光明区·公明,股票期权，加班补助，生日福利，年终奖，五险一金，带薪年假，员工旅游，零食下午茶，补充医疗保险，绩效奖金，节日福利，定期体检，团建聚餐，餐补,镁伽科技,智能硬件C轮500-999人,['C#.NET开发经验运控，相机相关经验性能优化']
电机驱动软件工程师,20-40K·15薪,1-3年 本科,北京·朝阳区·林萃,五险一金，年终奖，工龄奖，节假日加班费，夜班补助，团建聚餐，节日福利，带薪年假，绩效奖金，法定节假日三薪，餐补，全勤奖，零食下午茶，员工旅游，股票期权,瀚海科技,船舶/航空/航天未融资20-99人,['电气/电力/电子专业自动化专业电机工程师']
Labview资深软件工程师,15-30K,经验不限 本科,杭州,,常州禾阳科技有限公司,新能源0-20人,['C语言计算机相关专业英语读写能力良好']
资深bsp软件工程师,25-35K,3-5年 本科,上海·静安区·静安寺,零食下午茶，定期体检，包吃，团建聚餐，补充医疗保险，餐补，带薪年假，股票期权，年终奖，五险一金，员工旅游，节日福利,火瓦拉网络,互联网不需要融资20-99人,['C/C++计算机相关专业Linux网络Linux内核']
BIM/CAD软件工程师,15-25K·13薪,3-5年 本科,苏州·苏州工业园区·月亮湾,补充医疗保险，节日福利，定期体检，全勤奖，年终奖，零食下午茶，带薪年假，股票期权，五险一金，员工旅游,海赛,计算机软件A轮20-99人,['BIMCAD']
（蓝牙/音频）软件工程师,15-30K,经验不限 本科,珠海,定期体检，节日福利，零食下午茶，年终奖，五险一金，股票期权，带薪年假，员工旅游,中科蓝讯,电子/半导体/集成电路不需要融资,['音频处理C/C++数字信号处理']
机器人软件工程师,12-24K,经验不限 硕士,衢州·柯城区·东方商厦,五险一金，定期体检，员工旅游，餐补，年终奖，节日福利，住房补贴,东南院,政府/公共事业不需要融资100-499人,['C++Python视觉图像算法机器人']
c++系统软件工程师,16-30K·15薪,经验不限 硕士,杭州·余杭区·老余杭,免费班车，年终奖，员工旅游，有无线网，五险一金，集体户口，带薪年假，餐补，住房补贴，节日福利，高温补贴，定期体检，团建聚餐,之江实验室,学术/科研不需要融资1000-9999人,['Python架构师CUDAARM开发']
医疗影像软件工程师,25-35K·13薪,3-5年 硕士,南京·秦淮区·瑞金路,,狮骏科技,计算机软件0-20人,['医疗影像图像处理软件3D重建']
嵌入式高级软件工程师,13-20K,1-3年 本科,南京·江宁区·同曦,五险一金,超网时越,信息安全20-99人,['PLC程序设计嵌入式技术FreeRTOS嵌入式软件开发']
Ucos系统C语言软件工程师,6-9K,经验不限 本科,深圳·宝安区·翻身,交通补助，零食下午茶，全勤奖，餐补，节日福利，年终奖，五险一金，有无线网，带薪年假，加班补助，团建聚餐,聚众汇,电子/半导体/集成电路100-499人,['C语言C语言开发经验音视频开发软件工程师']
QT/C++软件工程师,10-15K,1-3年 本科,厦门·海沧区·东孚,五险一金，补充医疗保险，加班补助，定期体检，员工旅游，带薪年假，股票期权，年终奖，节日福利，免费班车,艾德生物,医疗设备/器械已上市1000-9999人,['SQL多线程Socket技术嵌入式技术Linux架构师']
软件工程师（物流行业）,7-10K·15薪,5-10年 大专,上海·浦东新区·临港,定期体检，五险一金，节日福利，通讯补贴，免费班车，零食下午茶，餐补，带薪年假，年终奖，加班补助，员工旅游,自贸联发,物流/仓储未融资100-499人,['WMS系统']
无人驾驶AGV软件工程师,10-15K,1-3年 本科,深圳·南山区·蛇口,五险一金，年终奖，定期体检，带薪年假，股票期权，员工旅游，节日福利,立德机器,智能硬件B轮20-99人,['STM32开发C++无人叉车AGVROS系统']
MTK软件工程师嵌入式,15-30K·13薪,1-3年 大专,深圳·龙华区·龙华,,华讯隆科技,互联网0-20人,['嵌入式技术C++']
自动化设备软件工程师,9-14K,1-3年 大专,苏州,定期体检，交通补助，加班补助，宿舍有空调，包住，有无线网，带薪年假，包住，五险一金，全勤奖，餐补,亚安科技,仪器仪表/工业自动化20-99人,['PC']
招C#软件工程师 10名,10-15K,3-5年 大专,连云港,,金豆科技,计算机软件20-99人,['C#ASP.NETSQLMySQL软件工程师Windows']
自动驾驶软件工程师（图像算法方向）,200-300元/天,3天/周 硕士,上海·松江区·新桥,年终奖，带薪年假，全勤奖，五险一金，定期体检，员工旅游，加班补助,怿视,汽车零部件未融资100-499人,['视觉图像算法C++嵌入式技术']
高级软件研发工程师（架构师）,15-16K,5-10年 大专,重庆·沙坪坝区·大学城,年终奖，五险一金，定期体检，餐补，节日福利，带薪年假,光宝联合科技,互联网已上市100-499人,['Go负载均衡技术服务器配置容器技术']
软件架构工程师,16-22K,5-10年 本科,南京·雨花台区·铁心桥,补充医疗保险，通讯补贴，加班补助，五险一金，节日福利，年终奖，定期体检，交通补助，餐补，带薪年假,创博,通信/网络设备不需要融资20-99人,['.NETC/C++Java']
计算机软件工程师,10-15K,1-3年 大专,红河哈尼族彝族自治州,股票期权，全勤奖，五险一金，年终奖，包吃，包住,弥勒品元园艺有限公司,其他行业未融资100-499人,['JavaHTML/CSSJS']
JAVA高级研发工程师,13-18K,5-10年 本科,成都·武侯区·石羊场,交通补助，餐补，底薪加提成,合络创新,通信/网络设备未融资0-20人,['Java开发经验Java分布式系统开发经验大数据处理经验']
Java高级研发工程师,30-40K·16薪,3-5年 本科,北京·朝阳区·太阳宫,股票期权，加班补助，节日福利，年终奖，补充医疗保险，住房补贴，交通补助，定期体检，带薪年假，员工旅游，餐补,BOSS直聘,人力资源服务已上市1000-9999人,['Java中大型项目架构设计经验架构师分布式技术Redis']
急聘 Java研发工程师 - 效率工程方向,25-40K·15薪,3-5年 本科,北京·海淀区·知春路,补充医疗保险，零食下午茶，五险一金，团建聚餐，餐补，绩效奖金，节日福利，带薪年假，加班补助，年终奖，定期体检,天眼查,互联网不需要融资1000-9999人,['多线程消息队列负载均衡技术SpringSpringBoot']
Java开发工程师,9-14K,3-5年 本科,上海,五险一金，年终奖，员工旅游,戎元软件,计算机软件未融资0-20人,['JavaMybatisMySQL后端开发软件工程师']
Java开发工程师,11-18K·13薪,3-5年 本科,宁波·鄞州区·世纪东方广场,五险一金，加班补助，定期体检，节日福利，带薪年假，员工旅游，股票期权，年终奖,宁帆信息,医疗健康未融资100-499人,['团队管理经验大数据处理经验spring cloud架构师']
Java高级开发工程师,4-6K·13薪,3-5年 本科,盘锦·兴隆台区·步行街,通讯补贴，定期体检，带薪年假，五险一金，餐补，节日福利，年终奖,辽河数码,计算机软件未融资100-499人,['SQLSpringBootSpringMySQL软件工程师']
JAVA 开发工程师,10-15K,3-5年 大专,广州·荔湾区·西关,餐补，带薪年假，加班补助，节日福利，通讯补贴，全勤奖，年终奖，五险一金，交通补助,广州普存信息科技...,计算机软件0-20人,['多线程SpringNoSQLLinux后端开发软件工程师']
JAVA开发工程师,6-10K,1-3年 大专,德州·德城区·东风东路,带薪年假，年终奖，五险一金,北京安信立融,计算机软件不需要融资100-499人,['CSS服务器配置网络协议MVC开发Spring']
java开发工程师,6-11K,1-3年 大专,嘉兴·南湖区·城南,,嘉兴海沃软件开发,计算机软件0-20人,['CSS服务器配置SpringHibernateStrutsSQL Server']
Java开发工程师,8-11K,1-3年 本科,厦门·思明区·观音山,,乾行派,移动互联网20-99人,['SpringMySQLMavenSVN']
开发工程师-后端,12-15K,1-3年 学历不限,深圳·龙岗区·坂田,五险一金，带薪年假，定期体检，股票期权，年终奖，全勤奖，补充医疗保险，员工旅游,运力宝科技,互联网天使轮20-99人,['SpringRedis']
java开发工程师,30-50K,1-3年 硕士,深圳·福田区·购物公园,五险一金，通讯补贴，带薪年假，交通补助，节日福利，年终奖，加班补助，员工旅游，餐补，五险一金，定期体检，健身俱乐部，补充医疗保险,国信证券,互联网金融已上市1000-9999人,['后端工程师JavaC/C++']
Java开发工程师,6-10K·13薪,1-3年 大专,芜湖·弋江区·鲁港新镇,员工旅游，定期体检，加班补助，年终奖，住房补贴，零食下午茶，带薪年假，节日福利，五险一金,龙雨物联,计算机软件未融资0-20人,['分布式技术消息队列多线程架构师后端开发Spring']
Java开发工程师-北京,15-18K,5-10年 大专,北京,定期体检，生日会，全勤奖，年终奖，节日福利，员工旅游，五险一金，带薪年假,天畅信息,移动互联网B轮100-499人,['JavaJava开发经验计算机/软件工程相关经验Linux']
Java高级开发工程师,20-40K,经验不限 本科,杭州·余杭区·仓前,股票期权，节日福利，五险一金，年终奖，免费班车，员工旅游，餐补，交通补助，补充医疗保险，零食下午茶,阿里巴巴集团,互联网已上市10000人以上,['Java后端开发数据库']
