,岗位名称,薪资待遇,岗位详情,岗位地区,公司福利,公司名称,岗位需要技能,salary1,salary2,学历要求,工作经验要求,福利数量,需求技能数量,公司类型,融资情况,公司人数,score
97,软件工程师,15-30K,3-5年，硕士,嘉兴,节日福利，餐补，加班补助，五险一金，带薪年假,浙江辛帝亚,C#,12,22.5,硕士,3-5年,5,1,电子/半导体/集成电路,未融资,20-99人,0.13078683993595794
98,软件工程师,7-12K,1年以内，本科,广州,,大凌实业,后端开发,12,9.5,本科,1年以内,0,1,电子/半导体/集成电路,已上市,100-499人,0.3821710508297765
99,应用软件工程师,13-26K,3-5年，本科,北京,带薪年假，餐补，加班补助，全勤奖，交通补助，住房补贴，免费工装，五险一金，绩效奖金，带薪病假,擎锋科技,C++，Linux,12,19.5,本科,3-5年,10,2,智能硬件,未融资,20-99人,0.31042899767799276
100,C++软件工程师,10-15K,3-5年，大专,广州,五险一金，交通补助，零食下午茶，带薪年假，通讯补贴，加班补助，节日福利，年终奖,万物智联,Linux，QT，嵌入式技术，网络协议，网络编程，软件工程师,12,12.5,大专,3-5年,8,6,计算机服务,未融资,20-99人,0.30125821652772705
101,.NET软件工程师,5-8K,1-3年，大专,长沙,,巨龙网络,ASP，.NET，HTML5,12,6.5,大专,1-3年,0,3,移动互联网,未融资,0-20人,0.0780523069688097
102,C#软件工程师,6-11K·13薪,1-3年，大专,青岛,团建聚餐，节日福利，年终奖，零食下午茶，五险,美谷弥佳,C#，SQL Server，ASP.NET，C#开发经验，计算机相关专业,13,8.5,大专,1-3年,5,5,互联网,天使轮,0-20人,0.21688832776250627
103,c++软件工程师,15-30K·13薪,3-5年，本科,武汉,五险一金，年终奖，加班补助，住房补贴，带薪年假，零食下午茶,拾光熵简,C++，C语言，计算机相关专业，C++服务端开发经验,13,22.5,本科,3-5年,6,4,计算机软件,未融资,20-99人,0.265960055357086
104,.NET软件工程师,4-8K,1年以内，本科,石家庄,全勤奖，节日福利，五险一金，加班补助,网新科技集团,Javascript，.NET，C#,12,6.0,本科,1年以内,4,3,互联网,不需要融资,20-99人,0.1523834808099465
105,labview软件工程师,5-10K·13薪,1-3年，本科,东营,高温补贴，年终奖，加班补助，节假日加班费，五险一金，法定节假日三薪，交通补助，通讯补贴，免费工装，有无线网,双益电气,labview，测试开发,13,7.5,本科,1-3年,10,2,仪器仪表/工业自动化,不需要融资,20-99人,0.17865564393816954
106,软件工程师,8-13K,1-3年，本科,成都,节日福利，五险一金，加班补助，零食下午茶,奇芯微电子,QT，MFC,12,10.5,本科,1-3年,4,2,电子/半导体/集成电路,未知,20-99人,0.14662906779960025
107,软件工程师,3-5K,1年以内，大专,南京,餐补，带薪年假，零食下午茶，加班补助，股票期权，包吃，交通补助，住房补贴，节日福利，补充医疗保险，定期体检，员工旅游，五险一金，年终奖,勤泽文化,Unity3D，计算机/软件工程相关专业，软件开发经验,12,4.0,大专,1年以内,14,3,智能硬件,未融资,20-99人,0.2846647597471378
108,软件工程师,20-40K,3-5年，本科,北京,节日福利，补充医疗保险，定期体检，股票期权，12%公积金，带薪年假，五险一金，餐补，年终奖,小米,架构设计/优化，研发流程优化，Java，C，C++,12,30.0,本科,3-5年,9,5,互联网,已上市,10000人以上,0.8279344301287035
109,软件工程师,6-10K,1-3年，大专,宁德,,岭阳电子,C，ARM开发，计算机相关专业，嵌入式/单片机开发经验,12,8.0,大专,1-3年,0,4,电子/半导体/集成电路,未知,20-99人,0.1382504486228456
110,软件工程师,5-10K,1-3年，本科,长沙,节日福利，年终奖，带薪年假，零食下午茶，五险一金,湖南军威,嵌入式技术,12,7.5,本科,1-3年,5,1,计算机软件,未融资,20-99人,0.11353465455732466
111,软件工程师,10-15K,5-10年，本科,肇庆,餐补，年终奖，定期体检，带薪年假，股票期权，包吃，五险一金，通讯补贴，员工旅游，节日福利,合普动力,matlab，simulink,12,12.5,本科,5-10年,10,2,汽车零部件,未融资,500-999人,0.23952672602905675
112,软件工程师助理,4-7K,经验不限，大专,常州,周年纪念奖励，团建聚餐，年终奖，员工旅游，零食下午茶，定期体检，五险一金，节日福利，带薪年假，通讯补贴，餐补，交通补助，有无线网,磐石电气,C++，C#，Java，C语言,12,5.5,大专,经验不限,13,4,智能硬件,不需要融资,20-99人,0.32867465473990726
113,控制软件工程师,20-35K,5-10年，本科,杭州,五险一金，节日福利，带薪年假，年终奖,径卫视觉,DSP开发经验,12,27.5,本科,5-10年,4,1,智能硬件,B轮,100-499人,0.3460370065426272
114,Linux软件工程师,18-35K,经验不限，本科,青岛,定期体检，节日福利，五险一金，免费班车，年终奖，员工旅游，带薪年假,伟达智慧科技,C++，Linux，软件工程师，网络协议，多线程,12,26.5,本科,经验不限,7,5,互联网,天使轮,100-499人,0.46150550745763785
115,框架软件工程师,15-25K·14薪,3-5年，本科,苏州,八险一金，年终奖，意外险，团建聚餐，定期体检，补充医疗保险，餐补，领导nice，零食下午茶，带薪年假，节日福利，员工旅游，五险一金,阿丘科技,C++，Winform，WPF，架构师，人工智能,14,20.0,本科,3-5年,13,5,企业服务,C轮,500-999人,0.587586921061871
116,软件工程师要求,8-13K,经验不限，本科,武汉,住房补贴，员工旅游，团建聚餐，包住，节日福利，交通补助，五险一金，年终奖，有无线网，宿舍有空调，法定节假日三薪,匾福光电,C++,12,10.5,本科,经验不限,11,1,通信/网络设备,未融资,20-99人,0.26947612842863694
117,软件工程师/Labview,7-12K,经验不限，本科,深圳,五险一金，定期体检，带薪年假，餐补，节日福利,誉辰自动化,Labview,12,9.5,本科,经验不限,5,1,其他行业,未融资,1000-9999人,0.3978712096520098
118,电气软件工程师,10-13K,3-5年，中专/中技,上海,,锦寻,PLC工程师，电控工程师,12,11.5,中专/中技,3-5年,0,2,机械设备/机电/重工,未知,0-20人,0.17477072923757678
119,软件工程师,10-13K,5-10年，本科,深圳,五险一金，股票期权,瀚索科技,C++，C语言，汇编语言，嵌入式技术，软件工程师,12,11.5,本科,5-10年,2,5,智能硬件,未融资,20-99人,0.20792971258776607
120,软件工程师,8-12K,3-5年，本科,沈阳,带薪年假，补充医疗保险，保底工资，包住，加班补助，定期体检，零食下午茶，五险一金，团建聚餐，夜班补助，餐补，免费工装，法定节假日三薪，节日福利，节假日加班费，提供住宿，包吃，高温补贴，绩效奖金，交通补助,沈阳微控,软件工程师,12,10.0,本科,3-5年,20,1,机械设备/机电/重工,未融资,20-99人,0.23570359334994512
121,GPU底层软件工程师,15-25K·13薪,经验不限，本科,西安,餐补，定期体检，高温假，节日福利，五险一金,凌久微,C/C++,13,20.0,本科,经验不限,5,1,电子/半导体/集成电路,未融资,100-499人,0.29331643868097357
122,点胶软件工程师（深圳）,13-22K·13薪,3-5年，本科,深圳,节日福利，五险一金，员工旅游，股票期权，带薪年假，零食下午茶，定期体检，年终奖,崧智智能,C#，C++，点胶，运动控制,13,17.5,本科,3-5年,8,4,机械设备/机电/重工,B轮,20-99人,0.4172444872992794
123,软件工程师,12-24K·14薪,5-10年，本科,南京,包住，节日福利，包吃，夜班补助，加班补助，意外险，团建聚餐，生日福利，宿舍有空调，免费班车，高温补贴，带薪年假，法定节假日三薪，五险一金，节假日加班费，绩效奖金，定期体检，免费工装，通讯补贴，年终奖,康尼新能源,C++，STM32开发，ARM开发，电气电气/自动化相关专业,14,18.0,本科,5-10年,20,4,汽车零部件,未融资,500-999人,0.46422251002292403
124,.NET高级软件工程师,17-22K·16薪,5-10年，本科,深圳,补充医疗保险，五险一金，定期体检，节日福利，带薪年假，通讯补贴，年终奖,凯睿德,C#，SQL，.NET，Angular，微服务架构，GIT，SQL Server,16,19.5,本科,5-10年,7,7,计算机软件,不需要融资,100-499人,0.43873799364859106
125,软件工程师,12-20K·13薪,3-5年，本科,深圳,五险一金，年终奖，节日福利，补充医疗保险，股票期权，带薪年假，员工旅游，定期体检,深蓝股份,单片机开发，嵌入式技术，嵌入式软件开发,13,16.0,本科,3-5年,8,3,电子/半导体/集成电路,已上市,100-499人,0.5418147087103521
126,软件工程师,15-25K,3-5年，本科,深圳,零食下午茶，员工旅游，五险一金，餐补，定期体检，节日福利,岍丞,C语言，C++,12,20.0,本科,3-5年,6,2,电子/半导体/集成电路,未融资,100-499人,0.292491337810227
127,软件工程师,10-15K·13薪,1-3年，本科,上海,带薪年假，交通补助，加班补助，全勤奖，餐补，年终奖，五险一金，节日福利，住房补贴，定期体检,储融检测,C#，C++，Python，C#开发经验，.NET开发经验,13,12.5,本科,1-3年,10,5,检测/认证,不需要融资,100-499人,0.41712872002899604
128,软件工程师,5-8K,1-3年，本科,九江,,鄱湖之都,IOS，安全技术支持，Android,12,6.5,本科,1-3年,0,3,互联网,未知,20-99人,0.08628782082424225
129,软件工程师,7-12K,3-5年，大专,武汉,五险一金，年终奖，节日福利,湖北海震,.NET，.NET Core，MySQL/SQL Server/Oracle,12,9.5,大专,3-5年,3,3,电子/半导体/集成电路,未融资,20-99人,0.15674032231759555
130,软件工程师,10-15K,3-5年，本科,北京,,天工盈创,HTML，CSS，JavaScript，SQL，ES6，移动端,12,12.5,本科,3-5年,0,6,计算机软件,未知,0-20人,0.22120406350027222
131,软件工程师,10-15K,3-5年，大专,台州,五险，生日福利，节日福利，餐补,汇诚汇捷影像数码科技,多线程，架构师，Oracle，MySQL，SQL Server,12,12.5,大专,3-5年,4,5,机械设备/机电/重工,A轮,20-99人,0.2709270436735235
132,C#软件工程师,15-30K·16薪,3-5年，本科,深圳,餐补，年终奖，住房补贴，带薪年假，免费班车，五险一金，节日福利，股票期权,三一海洋重工,SQL，多线程，WPF，Oracle，软件工程师，架构师,16,22.5,本科,3-5年,8,6,机械设备/机电/重工,已上市,1000-9999人,0.7746870372979345
133,C++软件工程师,8-13K·14薪,1-3年，本科,武汉,加班补助，带薪年假，定期体检，全勤奖，节日福利，补充医疗保险，餐补，员工旅游，年终奖，五险一金,武汉瑞思信息,Socket技术，MFC，Oracle,14,10.5,本科,1-3年,10,3,计算机软件,未融资,100-499人,0.30565273421221384
134,c++软件工程师,12-15K,1-3年，本科,北京,通讯补贴，免费班车，定期体检，节日福利，餐补，带薪年假，年终奖，五险一金，交通补助,科东电力,C++，计算机相关专业,12,13.5,本科,1-3年,9,2,信息安全,不需要融资,1000-9999人,0.4375268291635814
135,.NET软件工程师,6-11K,经验不限，学历不限,青岛,带薪年假，节日福利，加班补助，节日福利，员工旅游，股票期权，五险一金,帕特智能,C#，网络协议，ASP.NET，WCF，Winform，Windows,12,8.5,学历不限,经验不限,7,6,计算机软件,未融资,20-99人,0.412983427663591
136,高级软件工程师,10-15K,1-3年，本科,泉州,交通补助，保底工资，零食下午茶，住房补贴，团建聚餐，年终奖，全勤奖，节日福利，绩效奖金，补充医疗保险，有无线网，带薪年假，员工旅游，底薪加提成，生日福利，加班补助，高温补贴，工龄奖,冠武电子商务有限公司,爬虫，爬虫经验，数据开发，服务端开发经验,12,12.5,本科,1-3年,18,4,电子商务,未知,20-99人,0.32047183304839744
137,软件工程师（.net）,7-12K·13薪,1-3年，大专,威海,餐补，五险一金，员工旅游，加班补助，定期体检，节日福利，带薪年假，通讯补贴，年终奖,联亚软件,JavaScript，.NET，网络协议，SQL Server，Oracle，MySQL,13,9.5,大专,1-3年,9,6,计算机软件,不需要融资,100-499人,0.3405247622786216
138,高级软件工程师,25-30K,5-10年，本科,苏州,餐补，年终奖，加班补助，绩效奖金，生日福利，定期体检，带薪年假，节日福利，股票期权，零食下午茶，团建聚餐，五险一金，员工旅游，补充医疗保险,镁伽科技,C#，C#开发经验,12,27.5,本科,5-10年,14,2,智能硬件,C轮,500-999人,0.5182932765912509
139,软件工程师（实习）,300-500元/天,5天/周，硕士,上海,五险一金，带薪年假，零食下午茶，年终奖，定期体检，节日福利，员工旅游，股票期权，绩效奖金,仙工,C++，Python，C++服务端开发经验，Qt项目开发经验,12,12.0,硕士,经验不限,9,4,计算机软件,B轮,100-499人,0.5283492628472185
140,软件工程师.net,8-13K,3-5年，大专,沈阳,五险一金，加班补助，年终奖，免费班车，带薪年假，节日福利，餐补,创奇游乐,C#，SQL，HTML，MVC开发，网络协议，Socket技术,12,10.5,大专,3-5年,7,6,企业服务,未融资,100-499人,0.2934776542274422
141,助理软件工程师,5-6K,经验不限，本科,中山,零食下午茶，五险一金，员工旅游，包吃，节日福利，带薪年假，生日礼品，年终奖,迅科达,测试,12,5.5,本科,经验不限,8,1,仪器仪表/工业自动化,B轮,100-499人,0.34312747797350035
142,C++软件工程师,10-15K,1-3年，本科,南京,年终奖，定期体检，五险一金，加班补助，住宿，带薪年假，节日福利，全勤奖,科进实业,C++，MFC，access，vs2015,12,12.5,本科,1-3年,8,4,医疗健康,未融资,100-499人,0.2946574095617548
143,工业互联网高级软件工程师,15-30K,5-10年，本科,北京,,创联科技,系统架构，高级技术管理,12,22.5,本科,5-10年,0,2,互联网,A轮,20-99人,0.2747688787377321
144,Linux系统软件工程师,20-35K,5-10年，本科,深圳,五险一金，年终奖，股票期权，定期体检，带薪年假，节日福利,Syrius炬星,C++，Java，Shell，linux，机器人，人工智能，智能硬件,12,27.5,本科,5-10年,6,7,智能硬件,B轮,100-499人,0.528674827453226
